,Store,Dept,Date,Weekly_Sales,IsHoliday
53,1,1,2011-02-11,37887.17,True
54,1,1,2011-02-18,46845.87,True
55,1,1,2011-02-25,19363.83,False
56,1,1,2011-03-04,20327.61,False
57,1,1,2011-03-11,21280.4,False
58,1,1,2011-03-18,20334.23,True
59,1,1,2011-03-25,20881.1,False
60,1,1,2011-04-01,20398.09,False
61,1,1,2011-04-08,23873.79,False
62,1,1,2011-04-15,28762.37,False
63,1,1,2011-04-22,50510.31,False
64,1,1,2011-04-29,41512.39,True
65,1,1,2011-05-06,20138.19,False
66,1,1,2011-05-13,17235.15,True
67,1,1,2011-05-20,15136.78,False
68,1,1,2011-05-27,15741.6,False
69,1,1,2011-06-03,16434.15,True
70,1,1,2011-06-10,15883.52,False
71,1,1,2011-06-17,14978.09,False
72,1,1,2011-06-24,15682.81,True
73,1,1,2011-07-01,15363.5,False
74,1,1,2011-07-08,16148.87,True
75,1,1,2011-07-15,15654.85,False
76,1,1,2011-07-22,15766.6,False
77,1,1,2011-07-29,15922.41,False
78,1,1,2011-08-05,15295.55,False
79,1,1,2011-08-12,14539.79,False
80,1,1,2011-08-19,14689.24,False
81,1,1,2011-08-26,14537.37,False
82,1,1,2011-09-02,15277.27,False
83,1,1,2011-09-09,17746.68,True
84,1,1,2011-09-16,18535.48,False
85,1,1,2011-09-23,17859.3,False
86,1,1,2011-09-30,18337.68,False
87,1,1,2011-10-07,20797.58,False
88,1,1,2011-10-14,23077.55,False
89,1,1,2011-10-21,23351.8,False
90,1,1,2011-10-28,31579.9,False
91,1,1,2011-11-04,39886.06,True
92,1,1,2011-11-11,18689.54,True
93,1,1,2011-11-18,19050.66,False
94,1,1,2011-11-25,20911.25,True
95,1,1,2011-12-02,25293.49,False
96,1,1,2011-12-09,33305.92,False
97,1,1,2011-12-16,45773.03,False
98,1,1,2011-12-23,46788.75,False
99,1,1,2011-12-30,23350.88,True
100,1,1,2012-01-06,16567.69,True
101,1,1,2012-01-13,16894.4,False
102,1,1,2012-01-20,18365.1,False
103,1,1,2012-01-27,18378.16,False
104,1,1,2012-02-03,23510.49,False
105,1,1,2012-02-10,36988.49,True
106,1,1,2012-02-17,54060.1,True
107,1,1,2012-02-24,20124.22,False
108,1,1,2012-03-02,20113.03,False
109,1,1,2012-03-09,21140.07,False
110,1,1,2012-03-16,22366.88,False
111,1,1,2012-03-23,22107.7,True
112,1,1,2012-03-30,28952.86,False
113,1,1,2012-04-06,57592.12,False
114,1,1,2012-04-13,34684.21,True
115,1,1,2012-04-20,16976.19,False
116,1,1,2012-04-27,16347.6,False
117,1,1,2012-05-04,17147.44,False
118,1,1,2012-05-11,18164.2,False
119,1,1,2012-05-18,18517.79,True
120,1,1,2012-05-25,16963.55,False
121,1,1,2012-06-01,16065.49,True
122,1,1,2012-06-08,17666.0,False
123,1,1,2012-06-15,17558.82,False
124,1,1,2012-06-22,16633.41,True
125,1,1,2012-06-29,15722.82,False
126,1,1,2012-07-06,17823.37,True
127,1,1,2012-07-13,16566.18,False
128,1,1,2012-07-20,16348.06,False
129,1,1,2012-07-27,15731.18,False
130,1,1,2012-08-03,16628.31,False
131,1,1,2012-08-10,16119.92,False
132,1,1,2012-08-17,17330.7,False
133,1,1,2012-08-24,16286.4,False
134,1,1,2012-08-31,16680.24,False
135,1,1,2012-09-07,18322.37,True
136,1,1,2012-09-14,19616.22,False
137,1,1,2012-09-21,19251.5,False
138,1,1,2012-09-28,18947.81,False
139,1,1,2012-10-05,21904.47,False
140,1,1,2012-10-12,22764.01,False
141,1,1,2012-10-19,24185.27,False
142,1,1,2012-10-26,27390.81,False
143,1,2,2010-02-05,50605.27,False
144,1,2,2010-02-12,44682.74,True
145,1,2,2010-02-19,47928.89,True
146,1,2,2010-02-26,44292.87,False
147,1,2,2010-03-05,48397.98,False
148,1,2,2010-03-12,43751.94,False
149,1,2,2010-03-19,43615.49,True
150,1,2,2010-03-26,41892.55,False
151,1,2,2010-04-02,47450.5,False
152,1,2,2010-04-09,46549.73,True
153,1,2,2010-04-16,45025.02,False
154,1,2,2010-04-23,44418.11,False
155,1,2,2010-04-30,45971.3,False
156,1,2,2010-05-07,47903.01,False
157,1,2,2010-05-14,43675.61,True
158,1,2,2010-05-21,44319.15,False
159,1,2,2010-05-28,44619.52,False
160,1,2,2010-06-04,48754.47,True
161,1,2,2010-06-11,47089.54,False
162,1,2,2010-06-18,44428.71,False
163,1,2,2010-06-25,45299.92,True
164,1,2,2010-07-02,47077.72,False
165,1,2,2010-07-09,46752.12,True
166,1,2,2010-07-16,44339.2,False
167,1,2,2010-07-23,44763.33,False
168,1,2,2010-07-30,45833.77,False
169,1,2,2010-08-06,50031.73,False
170,1,2,2010-08-13,45475.69,False
171,1,2,2010-08-20,49754.17,False
172,1,2,2010-08-27,49623.53,False
173,1,2,2010-09-03,49015.05,False
174,1,2,2010-09-10,45182.5,True
175,1,2,2010-09-17,44681.64,False
176,1,2,2010-09-24,42477.49,False
177,1,2,2010-10-01,45829.02,False
178,1,2,2010-10-08,46387.54,False
179,1,2,2010-10-15,43110.79,False
180,1,2,2010-10-22,42371.48,False
181,1,2,2010-10-29,44081.33,False
182,1,2,2010-11-05,46381.43,True
183,1,2,2010-11-12,43194.49,True
184,1,2,2010-11-19,41443.25,False
185,1,2,2010-11-26,45681.98,True
186,1,2,2010-12-03,44405.02,False
187,1,2,2010-12-10,46955.82,False
188,1,2,2010-12-17,49303.28,False
189,1,2,2010-12-24,59889.32,True
190,1,2,2010-12-31,35819.83,True
191,1,2,2011-01-07,43202.29,True
192,1,2,2011-01-14,39857.4,False
193,1,2,2011-01-21,41596.99,False
194,1,2,2011-01-28,41651.01,False
195,1,2,2011-02-04,46829.12,False
196,1,2,2011-02-11,47595.35,True
197,1,2,2011-02-18,49202.06,True
198,1,2,2011-02-25,46165.25,False
199,1,2,2011-03-04,53035.54,False
200,1,2,2011-03-11,48465.72,False
201,1,2,2011-03-18,45222.3,True
202,1,2,2011-03-25,44293.54,False
203,1,2,2011-04-01,46991.58,False
204,1,2,2011-04-08,48501.79,False
205,1,2,2011-04-15,44464.74,False
206,1,2,2011-04-22,46544.56,False
207,1,2,2011-04-29,43682.41,True
208,1,2,2011-05-06,50139.92,False
209,1,2,2011-05-13,44274.15,True
210,1,2,2011-05-20,44302.11,False
211,1,2,2011-05-27,45072.11,False
212,1,2,2011-06-03,47844.27,True
213,1,2,2011-06-10,46363.93,False
214,1,2,2011-06-17,42939.63,False
215,1,2,2011-06-24,42415.81,True
216,1,2,2011-07-01,45247.74,False
217,1,2,2011-07-08,44623.23,True
218,1,2,2011-07-15,43260.96,False
219,1,2,2011-07-22,45113.56,False
220,1,2,2011-07-29,43191.02,False
221,1,2,2011-08-05,49359.75,False
222,1,2,2011-08-12,45341.92,False
223,1,2,2011-08-19,46391.12,False
224,1,2,2011-08-26,47659.93,False
225,1,2,2011-09-02,49419.75,False
226,1,2,2011-09-09,43315.85,True
227,1,2,2011-09-16,42963.96,False
228,1,2,2011-09-23,43390.94,False
229,1,2,2011-09-30,46045.09,False
230,1,2,2011-10-07,49880.69,False
231,1,2,2011-10-14,43306.38,False
232,1,2,2011-10-21,42487.67,False
233,1,2,2011-10-28,41682.4,False
234,1,2,2011-11-04,47313.62,True
235,1,2,2011-11-11,44936.47,True
236,1,2,2011-11-18,43997.78,False
237,1,2,2011-11-25,44259.59,True
238,1,2,2011-12-02,45928.14,False
239,1,2,2011-12-09,49357.43,False
240,1,2,2011-12-16,51137.42,False
241,1,2,2011-12-23,65615.36,False
242,1,2,2011-12-30,43539.94,True
243,1,2,2012-01-06,44481.38,True
244,1,2,2012-01-13,43353.09,False
245,1,2,2012-01-20,43753.43,False
246,1,2,2012-01-27,41556.23,False
247,1,2,2012-02-03,54322.24,False
248,1,2,2012-02-10,50581.06,True
249,1,2,2012-02-17,46085.47,True
250,1,2,2012-02-24,47080.12,False
251,1,2,2012-03-02,52608.51,False
252,1,2,2012-03-09,48563.69,False
253,1,2,2012-03-16,47346.32,False
254,1,2,2012-03-23,44796.03,True
255,1,2,2012-03-30,46529.68,False
256,1,2,2012-04-06,51805.88,False
257,1,2,2012-04-13,43991.18,True
258,1,2,2012-04-20,45561.85,False
259,1,2,2012-04-27,45456.23,False
260,1,2,2012-05-04,50501.3,False
261,1,2,2012-05-11,46717.76,False
262,1,2,2012-05-18,44411.23,True
263,1,2,2012-05-25,45817.07,False
264,1,2,2012-06-01,47425.29,True
265,1,2,2012-06-08,49439.58,False
266,1,2,2012-06-15,46637.48,False
267,1,2,2012-06-22,46075.0,True
268,1,2,2012-06-29,47629.14,False
269,1,2,2012-07-06,49771.92,True
270,1,2,2012-07-13,44411.95,False
271,1,2,2012-07-20,45108.22,False
272,1,2,2012-07-27,45008.22,False
273,1,2,2012-08-03,49424.06,False
274,1,2,2012-08-10,46729.91,False
275,1,2,2012-08-17,46350.97,False
276,1,2,2012-08-24,44972.52,False
277,1,2,2012-08-31,50995.5,False
278,1,2,2012-09-07,47344.5,True
279,1,2,2012-09-14,44493.61,False
280,1,2,2012-09-21,43541.07,False
281,1,2,2012-09-28,45784.76,False
282,1,2,2012-10-05,48577.08,False
283,1,2,2012-10-12,42112.67,False
284,1,2,2012-10-19,42354.72,False
285,1,2,2012-10-26,43134.88,False
286,1,3,2010-02-05,13740.12,False
287,1,3,2010-02-12,10887.84,True
288,1,3,2010-02-19,11523.47,True
289,1,3,2010-02-26,11135.17,False
290,1,3,2010-03-05,12275.58,False
291,1,3,2010-03-12,10123.45,False
292,1,3,2010-03-19,9001.37,True
293,1,3,2010-03-26,10366.85,False
294,1,3,2010-04-02,11157.08,False
295,1,3,2010-04-09,10179.29,True
296,1,3,2010-04-16,9226.8,False
297,1,3,2010-04-23,8868.93,False
298,1,3,2010-04-30,9337.44,False
299,1,3,2010-05-07,9372.8,False
300,1,3,2010-05-14,7919.86,True
301,1,3,2010-05-21,7813.91,False
302,1,3,2010-05-28,8412.69,False
303,1,3,2010-06-04,8001.41,True
304,1,3,2010-06-11,7742.75,False
305,1,3,2010-06-18,8201.06,False
306,1,3,2010-06-25,6591.22,True
307,1,3,2010-07-02,7857.88,False
308,1,3,2010-07-09,8112.67,True
309,1,3,2010-07-16,13751.3,False
310,1,3,2010-07-23,16930.62,False
311,1,3,2010-07-30,20915.95,False
312,1,3,2010-08-06,26719.02,False
313,1,3,2010-08-13,30640.54,False
314,1,3,2010-08-20,41101.93,False
315,1,3,2010-08-27,51159.17,False
316,1,3,2010-09-03,19081.8,False
317,1,3,2010-09-10,12134.69,True
318,1,3,2010-09-17,10722.46,False
319,1,3,2010-09-24,8097.92,False
320,1,3,2010-10-01,9775.17,False
321,1,3,2010-10-08,10081.8,False
322,1,3,2010-10-15,9735.73,False
323,1,3,2010-10-22,8614.41,False
324,1,3,2010-10-29,9283.09,False
325,1,3,2010-11-05,9825.22,True
326,1,3,2010-11-12,9146.77,True
327,1,3,2010-11-19,9202.11,False
328,1,3,2010-11-26,10706.81,True
329,1,3,2010-12-03,10856.85,False
330,1,3,2010-12-10,11219.78,False
331,1,3,2010-12-17,11986.84,False
332,1,3,2010-12-24,12080.36,True
333,1,3,2010-12-31,8266.14,True
334,1,3,2011-01-07,15808.15,True
335,1,3,2011-01-14,13275.87,False
336,1,3,2011-01-21,12532.94,False
337,1,3,2011-01-28,11983.34,False
338,1,3,2011-02-04,11012.52,False
339,1,3,2011-02-11,11428.25,True
340,1,3,2011-02-18,11724.98,True
341,1,3,2011-02-25,10473.78,False
342,1,3,2011-03-04,11039.12,False
343,1,3,2011-03-11,10689.97,False
344,1,3,2011-03-18,8148.69,True
345,1,3,2011-03-25,9049.02,False
346,1,3,2011-04-01,8734.19,False
347,1,3,2011-04-08,10417.33,False
348,1,3,2011-04-15,8212.97,False
349,1,3,2011-04-22,8468.72,False
350,1,3,2011-04-29,8653.62,True
351,1,3,2011-05-06,10420.92,False
352,1,3,2011-05-13,8732.46,True
353,1,3,2011-05-20,7939.01,False
354,1,3,2011-05-27,8120.7,False
355,1,3,2011-06-03,8853.89,True
356,1,3,2011-06-10,7508.71,False
357,1,3,2011-06-17,7658.75,False
358,1,3,2011-06-24,6165.73,True
359,1,3,2011-07-01,8070.64,False
360,1,3,2011-07-08,7366.5,True
361,1,3,2011-07-15,11578.11,False
362,1,3,2011-07-22,16069.5,False
363,1,3,2011-07-29,21331.51,False
364,1,3,2011-08-05,31248.98,False
365,1,3,2011-08-12,32148.93,False
366,1,3,2011-08-19,41603.11,False
367,1,3,2011-08-26,49775.52,False
368,1,3,2011-09-02,19604.47,False
369,1,3,2011-09-09,12778.28,True
370,1,3,2011-09-16,10412.88,False
371,1,3,2011-09-23,9755.56,False
372,1,3,2011-09-30,10434.83,False
373,1,3,2011-10-07,9977.96,False
374,1,3,2011-10-14,9870.22,False
375,1,3,2011-10-21,10136.78,False
376,1,3,2011-10-28,9421.2,False
377,1,3,2011-11-04,9189.2,True
378,1,3,2011-11-11,9959.64,True
379,1,3,2011-11-18,10104.36,False
380,1,3,2011-11-25,9317.56,True
381,1,3,2011-12-02,10146.54,False
382,1,3,2011-12-09,12955.55,False
383,1,3,2011-12-16,13180.05,False
384,1,3,2011-12-23,13667.88,False
385,1,3,2011-12-30,8848.44,True
386,1,3,2012-01-06,13926.04,True
387,1,3,2012-01-13,13822.49,False
388,1,3,2012-01-20,11702.08,False
389,1,3,2012-01-27,10613.17,False
390,1,3,2012-02-03,12485.78,False
391,1,3,2012-02-10,12388.85,True
392,1,3,2012-02-17,10237.78,True
393,1,3,2012-02-24,10502.4,False
394,1,3,2012-03-02,11387.31,False
395,1,3,2012-03-09,11925.71,False
396,1,3,2012-03-16,8845.73,False
397,1,3,2012-03-23,7910.22,True
398,1,3,2012-03-30,9129.23,False
399,1,3,2012-04-06,9335.24,False
400,1,3,2012-04-13,7927.73,True
401,1,3,2012-04-20,8647.36,False
402,1,3,2012-04-27,8635.62,False
403,1,3,2012-05-04,10655.35,False
404,1,3,2012-05-11,10342.72,False
405,1,3,2012-05-18,8609.82,True
406,1,3,2012-05-25,8345.33,False
407,1,3,2012-06-01,7175.77,True
408,1,3,2012-06-08,8614.64,False
409,1,3,2012-06-15,8016.26,False
410,1,3,2012-06-22,7301.41,True
411,1,3,2012-06-29,7577.59,False
412,1,3,2012-07-06,8473.71,True
413,1,3,2012-07-13,13126.15,False
414,1,3,2012-07-20,20126.95,False
415,1,3,2012-07-27,22716.7,False
416,1,3,2012-08-03,30331.69,False
417,1,3,2012-08-10,28257.3,False
418,1,3,2012-08-17,31905.97,False
419,1,3,2012-08-24,43712.78,False
420,1,3,2012-08-31,50701.3,False
421,1,3,2012-09-07,18368.51,True
422,1,3,2012-09-14,14288.22,False
423,1,3,2012-09-21,13403.63,False
424,1,3,2012-09-28,13085.95,False
425,1,3,2012-10-05,11676.98,False
426,1,3,2012-10-12,10487.17,False
427,1,3,2012-10-19,8548.87,False
428,1,3,2012-10-26,9350.9,False
429,1,4,2010-02-05,39954.04,False
430,1,4,2010-02-12,35351.21,True
431,1,4,2010-02-19,36826.95,True
432,1,4,2010-02-26,34660.16,False
433,1,4,2010-03-05,38086.19,False
434,1,4,2010-03-12,32668.67,False
435,1,4,2010-03-19,34118.11,True
436,1,4,2010-03-26,33872.07,False
437,1,4,2010-04-02,37809.49,False
438,1,4,2010-04-09,36174.43,True
439,1,4,2010-04-16,34740.19,False
440,1,4,2010-04-23,33806.71,False
441,1,4,2010-04-30,33437.8,False
442,1,4,2010-05-07,37168.34,False
443,1,4,2010-05-14,33657.7,True
444,1,4,2010-05-21,35571.47,False
445,1,4,2010-05-28,36380.36,False
446,1,4,2010-06-04,40548.19,True
447,1,4,2010-06-11,36579.96,False
448,1,4,2010-06-18,35059.52,False
449,1,4,2010-06-25,34454.69,True
450,1,4,2010-07-02,39773.71,False
451,1,4,2010-07-09,39781.45,True
452,1,4,2010-07-16,35234.66,False
453,1,4,2010-07-23,36624.71,False
454,1,4,2010-07-30,36419.68,False
455,1,4,2010-08-06,40973.88,False
456,1,4,2010-08-13,36461.66,False
457,1,4,2010-08-20,39706.1,False
458,1,4,2010-08-27,36404.6,False
459,1,4,2010-09-03,38321.88,False
460,1,4,2010-09-10,36603.78,True
461,1,4,2010-09-17,33999.01,False
462,1,4,2010-09-24,32497.43,False
463,1,4,2010-10-01,34912.45,False
464,1,4,2010-10-08,35772.82,False
465,1,4,2010-10-15,34693.27,False
466,1,4,2010-10-22,32902.26,False
467,1,4,2010-10-29,35202.44,False
468,1,4,2010-11-05,37980.55,True
469,1,4,2010-11-12,35008.03,True
470,1,4,2010-11-19,37078.61,False
471,1,4,2010-11-26,46201.27,True
472,1,4,2010-12-03,37110.55,False
473,1,4,2010-12-10,36364.31,False
474,1,4,2010-12-17,39154.41,False
475,1,4,2010-12-24,47893.23,True
476,1,4,2010-12-31,36913.8,True
477,1,4,2011-01-07,37947.8,True
478,1,4,2011-01-14,34393.95,False
479,1,4,2011-01-21,33735.58,False
480,1,4,2011-01-28,32905.88,False
481,1,4,2011-02-04,35870.49,False
482,1,4,2011-02-11,37373.33,True
483,1,4,2011-02-18,36479.25,True
484,1,4,2011-02-25,33677.18,False
485,1,4,2011-03-04,37943.96,False
486,1,4,2011-03-11,35229.12,False
487,1,4,2011-03-18,34863.03,True
488,1,4,2011-03-25,34813.12,False
489,1,4,2011-04-01,34451.9,False
490,1,4,2011-04-08,36514.43,False
491,1,4,2011-04-15,33466.89,False
492,1,4,2011-04-22,35132.7,False
493,1,4,2011-04-29,34528.56,True
494,1,4,2011-05-06,37827.69,False
495,1,4,2011-05-13,33471.81,True
496,1,4,2011-05-20,34137.41,False
497,1,4,2011-05-27,36790.72,False
498,1,4,2011-06-03,42508.02,True
499,1,4,2011-06-10,35376.06,False
